key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method,table,confirmed_star_cluster
fornax_1,39.9583,-34.4997,Fornax,mw,1,1,19.9,0.06,0.06,42.7,0.3,0.3,0.29,0.002,0.002,,Wang2019ApJ...881..118W,20.77,0.048,0.048,Oakes2022ApJ...929..116O,7.377,0.2,0.2,Munoz2018ApJ...860...66M,55.2,0.1,0.1,12.1,0.2,0.2,,Walker2009AJ....137.3100W,0.381,0.001,0.001,-0.359,0.002,0.002,Pace2022ApJ...940..136P,-1.07,0.01,0.02,0.27,0.01,0.01,,Simon2019ARA&A..57..375S,17.6,0.2,0.2,69.1,0.4,0.4,Munoz2018ApJ...860...66M,,,,,,,,,,,,,,,,,,,0.75,Putman2021ApJ...913...53P,,,,,,,,,-13.39,0.2,0.2,7.59,142.56,3.12,3.19,237.2381877,-65.6740793,-10.06,-122.75,-71.8,144.59,765.49,390.5,144.59,,3.56,-1.07,0.01,0.02,spectroscopic,-39.84,-30.08,7.98,0.02,0.02,,825.16,18.28,18.28,695.33,15.62,15.82,24.39,,dwarf_mw,
grus_1,344.166,-50.168,Grus I,mw,1,1,4.16,0.74,0.54,153.0,7.0,8.0,0.44,0.1,0.08,,Cantu2021ApJ...916...81C,20.51,0.1,0.1,MartinezVazquez2019MNRAS.490.2183M,16.38,0.3,0.3,Cantu2021ApJ...916...81C,-143.5,1.2,1.2,2.5,0.8,1.3,,Chiti2022ApJ...939...41C,0.069,0.05,0.051,-0.248,0.072,0.071,Pace2022ApJ...940..136P,-2.62,0.11,0.11,,,,0.44,Chiti2022ApJ...939...41C,,,,,,,,2.08,0.87,0.87,1.33,0.31,0.31,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.65,Putman2021ApJ...913...53P,-2.62,0.15,0.14,0.61,0.11,0.12,,Fu2023ApJ...958..167F,-4.13,0.3,0.3,3.89,126.47,5.69,5.96,338.679426,-58.2366099,-62.03,-109.54,12.21,122.7,795.87,417.19,122.7,,3.39,-2.62,0.11,0.11,spectroscopic,-190.8,-193.1,5.81,0.47,0.32,,152.01,23.98,24.86,113.42,20.21,20.57,29.71,,dwarf_mw,
grus_2,331.0237,-46.4509,Grus II,mw,1,1,6.8,0.5,0.5,186.0,12.0,9.0,0.25,0.07,0.07,,Prabhu2026arXiv260625058P,18.71,0.1,0.1,MartinezVazquez2019MNRAS.490.2183M,14.52,0.5,0.5,Simon2020ApJ...892..137S,-110.0,0.5,0.5,,,,2.0,Simon2020ApJ...892..137S,0.384,0.033,0.033,-1.484,0.04,0.039,Pace2022ApJ...940..136P,-2.51,0.11,0.11,,,,0.45,Simon2020ApJ...892..137S,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,Putman2021ApJ...913...53P,,,,,,,,,-4.19,0.5,0.5,3.91,55.21,2.48,2.6,351.1250733,-51.9381608,-28.3,-45.29,14.01,50.67,782.57,396.32,50.67,,2.63,-2.51,0.11,0.11,spectroscopic,-131.63,-132.64,,,,5.55,108.78,9.25,9.67,94.21,9.2,9.32,29.25,rrl,dwarf_mw,
hercules_1,247.7722,12.7852,Hercules,mw,1,1,5.63,0.46,0.46,-73.0,2.0,2.0,0.69,0.03,0.03,,Munoz2018ApJ...860...66M,20.58,0.1,0.1,MutluPakdil2020ApJ...902..106M,14.773,0.17,0.17,Munoz2018ApJ...860...66M,45.3,0.6,0.6,2.25,0.61,0.67,,Geha2026ApJ...999..140G,-0.035,0.042,0.042,-0.339,0.036,0.035,Pace2022ApJ...940..136P,-2.64,0.05,0.05,0.27,0.04,0.04,,Geha2026arXiv260210202G,3.29,0.54,0.54,39.9,4.7,4.7,Munoz2018ApJ...860...66M,5.99,0.58,0.58,1.19,0.17,0.17,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.37,Putman2021ApJ...913...53P,,,,,,,,,-5.81,0.17,0.17,4.56,130.62,5.88,6.16,28.7276681,36.8562771,-33.41,66.97,107.05,125.05,819.02,439.62,125.05,,3.17,-2.64,0.05,0.05,spectroscopic,153.47,141.57,5.74,0.29,0.23,,213.09,19.66,20.22,118.55,12.35,12.47,28.13,,dwarf_mw,
horologium_1,43.8755,-54.1174,Horologium I,lmc,1,1,1.61,0.13,0.13,44.0,6.0,6.0,0.27,0.05,0.05,,Richstein2024ApJ...967...72R,19.5,0.1,0.1,Koposov2015ApJ...805..130K,16.12,0.09,0.06,Richstein2024ApJ...967...72R,112.8,2.6,2.5,4.9,0.9,2.8,,Koposov2015ApJ...811...62K,0.847,0.035,0.034,-0.607,0.035,0.035,Pace2022ApJ...940..136P,-2.76,0.1,0.1,0.17,0.03,0.2,,Koposov2015ApJ...811...62K,,,,,,,,1.54,0.34,0.34,0.98,0.47,0.47,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.51,Putman2021ApJ...913...53P,-2.79,0.13,0.12,0.56,0.09,0.11,,Fu2023ApJ...958..167F,-3.38,0.09,0.06,3.59,79.43,3.58,3.74,271.3897126,-54.7368751,-31.87,-60.83,-39.92,79.73,793.29,408.84,38.16,,2.88,-2.76,0.1,0.1,spectroscopic,-35.12,-51.12,5.85,0.41,0.29,,37.06,3.39,3.49,31.67,3.09,3.15,27.69,,dwarf_mw,
horologium_2,49.131,-50.009,Horologium II,mw,1,0,1.69,0.17,0.18,103.0,14.0,11.0,0.23,0.08,0.07,,Richstein2024ApJ...967...72R,19.46,0.2,0.2,Kim2015ApJ...808L..39K,17.39,0.1,0.1,Richstein2024ApJ...967...72R,,,,,,,,,0.967,0.171,0.173,-0.771,0.23,0.22,Pace2022ApJ...940..136P,,,,,,,,,,,,,,,,2.83,1.31,1.31,1.09,0.37,0.37,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.54,Putman2021ApJ...913...53P,,,,,,,,,-2.07,0.1,0.1,3.06,77.98,6.86,7.52,262.4593288,-54.1430398,-26.26,-58.71,-44.11,79.02,789.95,405.45,79.02,,2.89,,,,,,,,,,,38.04,5.07,5.52,33.33,4.75,5.17,29.12,hb,dwarf_mw,
hydra_2,185.4286,-31.9728,Hydra II,mw,1,1,1.52,0.28,0.28,16.0,25.0,25.0,0.24,0.16,0.16,,Munoz2018ApJ...860...66M,20.9,0.11,0.11,Vivas2016AJ....151..118V,15.8,0.22,0.11,Richstein2024ApJ...967...72R,304.4,1.1,1.1,,,,4.11,Geha2026ApJ...999..140G,-0.394,0.14,0.14,0.0,0.104,0.103,Pace2022ApJ...940..136P,-2.41,0.17,0.17,,,,,Geha2026arXiv260210202G,,,,,,,,1.5,0.32,0.32,1.2,0.46,0.46,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.6,Putman2021ApJ...913...53P,-3.05,0.13,0.12,0.47,0.12,0.13,,Fu2023ApJ...958..167F,-5.1,0.22,0.11,4.27,151.36,7.48,7.86,295.6184145,30.4764987,-121.16,81.62,-39.6,148.52,925.6,537.73,148.52,,3.51,-2.41,0.17,0.17,spectroscopic,122.29,42.44,,,,5.96,66.38,12.44,12.98,56.73,12.11,12.3,27.24,,dwarf_mw,
hydrus_1,37.389,-79.3089,Hydrus I,lmc,1,1,7.42,0.54,0.62,97.0,14.0,14.0,0.21,0.07,0.15,,Koposov2018MNRAS.479.5343K,17.2,0.04,0.04,Koposov2018MNRAS.479.5343K,12.49,0.08,0.08,Koposov2018MNRAS.479.5343K,80.4,0.6,0.6,2.7,0.43,0.51,,Koposov2018MNRAS.479.5343K,3.781,0.016,0.016,-1.496,0.015,0.015,Pace2022ApJ...940..136P,-2.52,0.09,0.09,0.41,0.08,0.08,,Koposov2018MNRAS.479.5343K,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,Putman2021ApJ...913...53P,,,,,,,,,-4.71,0.08,0.08,4.12,27.54,0.5,0.51,297.4162738,-36.7462917,-20.74,-15.55,-9.3,25.68,791.01,403.2,23.95,,2.08,-2.52,0.09,0.09,spectroscopic,-94.19,-136.41,5.55,0.17,0.15,,59.28,4.69,4.79,52.42,5.55,5.34,27.46,,dwarf_mw,
leo_1,152.1146,12.3059,Leo I,mw,1,1,3.65,0.03,0.03,78.0,1.0,1.0,0.3,0.1,0.1,,Munoz2018ApJ...860...66M,22.06,0.08,0.08,Stetson2014PASP..126..616S,10.24,0.28,0.28,Munoz2018ApJ...860...66M,285.9,0.4,0.4,9.29,0.26,0.26,,Geha2026ApJ...999..140G,-0.063,0.005,0.005,-0.111,0.004,0.004,Bennet2024ApJ...971...98B,-1.58,0.01,0.01,0.27,0.01,0.01,,Geha2026arXiv260210202G,3.6,0.1,0.1,13.5,0.3,0.3,Munoz2018ApJ...860...66M,3.3,0.03,0.03,0.77,0.02,0.02,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.23,Spekkens2014ApJ...795L...5S,,,,,,,,,-11.82,0.28,0.28,6.96,258.23,9.34,9.69,225.9846998,49.1099891,4.09,212.63,-146.47,262.02,918.19,551.56,262.02,,3.56,-1.58,0.01,0.01,spectroscopic,170.29,128.54,7.26,0.04,0.04,,274.02,10.18,10.35,229.1,18.94,18.36,23.55,,dwarf_mw,
leo_2,168.3627,22.1529,Leo II,mw,1,1,2.52,0.03,0.03,38.0,8.0,8.0,0.07,0.01,0.01,,Munoz2018ApJ...860...66M,21.6,0.06,0.06,Monelli2025A&A...700A.201M,12.12,0.04,0.04,Munoz2018ApJ...860...66M,78.8,0.5,0.5,7.53,0.36,0.39,,Geha2026ApJ...999..140G,-0.143,0.009,0.009,-0.13,0.009,0.009,Bennet2024ApJ...971...98B,-1.97,0.02,0.02,0.32,0.02,0.02,,Geha2026arXiv260210202G,2.25,0.1,0.1,9.82,0.41,0.41,Munoz2018ApJ...860...66M,2.48,0.03,0.03,0.71,0.02,0.02,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.15,Spekkens2014ApJ...795L...5S,,,,,,,,,-9.48,0.04,0.04,6.03,208.93,5.69,5.85,220.1608308,67.2251707,10.15,200.3,-58.55,211.47,880.02,508.31,211.47,,3.19,-1.97,0.02,0.02,spectroscopic,20.84,-15.24,6.89,0.05,0.04,,153.0,4.48,4.68,147.66,4.53,4.59,24.94,rrl,dwarf_mw,
leo_4,173.2405,-0.5453,Leo IV,mw,1,1,2.54,0.27,0.27,-28.0,38.0,38.0,0.17,0.09,0.09,,Munoz2018ApJ...860...66M,20.9,0.06,0.06,Medina2018ApJ...855...43M,15.95,0.26,0.26,Munoz2018ApJ...860...66M,129.8,0.9,0.9,3.29,0.66,0.89,,Geha2026ApJ...999..140G,-0.1921,0.0514,0.0514,-0.0686,0.0523,0.0523,Julio2024A&A...687A.212J,-2.56,0.08,0.08,0.28,0.06,0.07,,Geha2026arXiv260210202G,2.14,0.82,0.82,11.9,3.1,3.1,Munoz2018ApJ...860...66M,2.61,0.31,0.31,0.86,0.26,0.26,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.43,Putman2021ApJ...913...53P,,,,,,,,,-4.95,0.26,0.26,4.21,151.36,4.12,4.24,265.4576584,56.5059706,-51.52,132.69,-51.45,151.93,891.87,508.44,151.93,,3.37,-2.56,0.08,0.08,spectroscopic,0.62,-61.04,6.0,0.24,0.19,,111.37,12.03,12.4,101.11,12.22,12.08,28.64,,dwarf_mw,
leo_5,172.7857,2.2194,Leo V,mw,1,1,1.0,0.32,0.32,-71.0,26.0,26.0,0.43,0.22,0.22,,Munoz2018ApJ...860...66M,21.14,0.06,0.06,Medina2018ApJ...855...43M,16.74,0.36,0.36,Munoz2018ApJ...860...66M,170.8,1.5,1.5,3.37,1.04,1.72,,Geha2026ApJ...999..140G,0.1186,0.1943,0.1943,-0.1183,0.1704,0.1704,Julio2024A&A...687A.212J,-2.29,0.17,0.14,0.3,0.09,0.14,,Jenkins2021ApJ...920...92J,0.44,0.19,0.19,9.27,5.85,5.85,Munoz2018ApJ...860...66M,1.0,0.22,0.22,1.7,0.36,0.36,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.054,Spekkens2014ApJ...795L...5S,,,,,,,,,-4.4,0.36,0.36,3.99,169.04,4.61,4.74,261.8564385,58.5344323,-49.96,151.32,-56.42,169.84,901.12,519.26,169.84,,2.56,-2.29,0.17,0.14,spectroscopic,49.58,-9.45,5.53,0.5,0.36,,48.66,15.39,15.89,35.23,13.08,14.27,26.91,,dwarf_mw,
leo_6,171.077,24.874,Leo VI,mw,1,1,4.17,1.33,1.14,63.0,20.0,13.0,0.54,0.29,0.19,,Tan2025ApJ...979..176T,20.23,0.12,0.07,Tan2025ApJ...979..176T,16.67,0.37,0.47,Tan2025ApJ...979..176T,170.03,1.41,1.75,2.85,1.31,1.57,,Tan2025ApJ...979..176T,-0.06,0.2,0.18,-0.22,0.17,0.22,Tan2025ApJ...979..176T,-2.39,0.13,0.1,0.19,0.11,0.14,,Tan2025ApJ...979..176T,,,,,,,,,,,,,,,,,,Tan2025ApJ...979..176T,,,,,,,,,,,,,,,,,,-3.56,0.37,0.47,3.66,111.17,5.98,3.64,214.5987324,70.3177988,8.28,108.06,-24.77,113.69,823.35,440.99,113.69,,,-2.39,0.13,0.1,spectroscopic,126.81,93.65,5.76,0.63,0.43,,133.45,39.52,40.28,86.86,34.22,37.19,29.7,,dwarf_mw,
leo_minor_1,164.261,28.875,Leo Minor I,mw,1,0,1.09,0.35,0.37,,,,,,,0.4,Cerny2023ApJ...953....1C,19.56,0.19,0.11,Cerny2023ApJ...953....1C,17.16,0.4,0.5,Cerny2023ApJ...953....1C,,,,,,,,,-0.01,0.4,0.39,-1.29,0.4,0.37,Cerny2023ApJ...953....1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,0.4,0.5,3.19,81.66,6.84,4.24,202.2323784,64.7496332,14.8,76.88,-23.21,85.19,802.23,417.69,85.19,,,,,,,,,,,,,25.53,8.42,8.83,25.53,8.42,8.83,28.21,,dwarf_mw,
lmc,78.76,-69.19,LMC,mw,1,1,192.9,0.2,0.2,227.24,0.178,0.188,0.164,0.001,0.001,,Choi2018ApJ...869..125C,18.477,0.024,0.024,Pietrzynski2019Natur.567..200P,0.4,0.1,0.1,deVaucouleurs1991rc3..book.....D,262.2,3.4,3.4,20.2,0.5,0.5,,vanderMarel2002AJ....124.2639V,1.91,0.02,0.02,0.229,0.047,0.047,Kallivayalil2013ApJ...764..161K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750658.0,6527.0,6527.0,,Bruns2005A&A...432...45B,,,,,,,,,-18.08,0.1,0.1,9.46,49.59,0.55,0.55,279.9795464,-33.7343376,-32.77,-24.62,-27.92,49.08,803.0,415.9,49.08,8.64,,,,,,58.58,14.23,8.98,0.02,0.02,,2782.6,30.67,30.71,2544.26,28.45,28.85,22.52,,dwarf_mw,
pegasus_3,336.1074167,5.4150472,Pegasus III,mw,1,1,1.67,0.21,0.26,83.0,7.0,8.0,0.37,0.09,0.08,,Richstein2022ApJ...933..217R,21.66,0.12,0.12,Kim2016ApJ...833...16K,17.49,0.22,0.19,Richstein2022ApJ...933..217R,-260.0,1.1,1.1,2.76,0.91,1.24,,Geha2026ApJ...999..140G,-0.03,0.21,0.21,-0.58,0.208,0.213,Pace2022ApJ...940..136P,-2.63,0.1,0.1,0.28,0.08,0.11,,Geha2026arXiv260210202G,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,Putman2021ApJ...913...53P,,,,,,,,,-4.17,0.22,0.19,3.9,214.78,11.55,12.2,69.8598973,-41.8262343,61.22,-158.64,131.21,212.84,649.99,289.24,212.84,,3.53,-2.63,0.1,0.1,spectroscopic,-90.06,-29.3,5.75,0.43,0.3,,103.57,15.25,16.05,82.12,13.39,13.64,28.97,,dwarf_mw,
pegasus_4,328.539,26.62,Pegasus IV,mw,1,1,1.6,0.25,0.29,115.0,41.0,27.0,,,,0.41,Cerny2023ApJ...942..111C,19.77,0.03,0.03,Cerny2023ApJ...942..111C,15.52,0.2,0.2,Cerny2023ApJ...942..111C,-271.4,1.1,1.1,3.33,0.86,1.19,,Geha2026ApJ...999..140G,0.33,0.07,0.07,-0.21,0.08,0.08,Cerny2023ApJ...942..111C,-2.52,0.13,0.13,0.41,0.09,0.12,,Geha2026arXiv260210202G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.25,0.2,0.2,3.93,89.95,1.23,1.25,80.7971567,-21.4031056,46.13,-40.32,65.86,89.1,706.97,321.39,89.1,,,-2.52,0.13,0.13,spectroscopic,-46.6,23.5,5.63,0.33,0.25,,41.63,6.95,7.1,41.63,6.95,7.1,27.42,,dwarf_mw,
phoenix_2,354.9919,-54.4019,Phoenix II,lmc,1,1,1.5,0.17,0.2,-33.0,5.0,5.0,0.44,0.06,0.06,,Richstein2024ApJ...967...72R,19.6,0.2,0.2,MutluPakdil2018ApJ...863...25M,17.0,0.09,0.13,Richstein2024ApJ...967...72R,32.4,3.75,3.75,,,,21.2,Fritz2019A&A...623A.129F,0.507,0.048,0.047,-1.199,0.057,0.058,Pace2022ApJ...940..136P,-2.51,0.17,0.19,0.33,0.16,0.29,,Fritz2019A&A...623A.129F,,,,,,,,1.61,0.27,0.27,1.14,0.27,0.27,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.51,Putman2021ApJ...913...53P,-2.36,0.16,0.18,0.41,0.17,0.22,,Fu2023ApJ...958..167F,-2.6,0.09,0.13,3.27,83.18,7.32,8.02,323.6963296,-59.7506456,-41.65,-71.92,-3.32,80.22,790.15,406.16,54.06,,2.92,-2.51,0.17,0.19,spectroscopic,-42.34,-49.15,,,,7.06,35.94,5.33,5.86,26.87,4.25,4.62,28.12,,dwarf_mw,
phoenix_3,26.711,-41.428,Phoenix III,mw,0,0,0.85,0.37,0.61,89.0,40.0,37.0,0.52,0.45,0.18,,Tan2026ApJ..1000...46T,20.3,0.1,0.2,Tan2026ApJ..1000...46T,19.1,1.1,0.7,Tan2026ApJ..1000...46T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,Tan2026ApJ..1000...46T,-2.18,,,Tan2026ApJ..1000...46T,,,,,,,,,,,,,,-1.2,1.1,0.7,2.71,114.82,5.17,11.08,267.9925939,-71.733932,-23.43,-105.36,-39.15,115.19,772.64,392.97,115.19,,,-2.18,,,isochrone,,,,,,,28.69,14.68,16.14,18.35,10.55,13.27,28.69,cmd,dwarf_mw,
pictor_1,70.9475,-50.28305556,Pictor I,mw,1,0,1.29,0.15,0.15,55.0,6.0,6.0,0.44,0.09,0.07,,Moskowitz2020ApJ...892...27M,20.3,0.1,0.1,Koposov2015ApJ...805..130K,17.2,0.3,0.3,Koposov2015ApJ...805..130K,,,,,,,,,0.153,0.088,0.086,0.096,0.114,0.118,Pace2022ApJ...940..136P,,,,,,,,,,,,,,,,0.66,0.32,0.32,1.51,0.31,0.31,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.61,Putman2021ApJ...913...53P,,,,,,,,,-3.1,0.3,0.3,3.47,114.82,5.17,5.41,257.298982,-40.6450082,-43.47,-66.02,-83.27,116.45,814.68,433.34,116.45,,3.28,,,,,,,,,,,42.84,5.23,5.47,32.0,4.59,4.61,28.0,,dwarf_mw,
pictor_2,101.175,-59.901,Pictor II,lmc,1,1,2.8,0.3,0.4,55.0,18.0,20.0,0.22,0.13,0.11,,Pace2025OJAp....8E.112P,18.26,0.1,0.1,Pace2025OJAp....8E.112P,15.61,0.48,0.69,Pace2025OJAp....8E.112P,326.9,1.1,1.1,3.5,0.9,1.1,,Pace2025OJAp....8E.112P,1.16,0.05,0.05,1.18,0.05,0.05,Pace2025OJAp....8E.112P,-2.99,0.06,0.06,,,,0.18,Pace2025OJAp....8E.112P,,,,,,,,,,,,,,,,,,,-1.8,0.3,0.3,DrlicaWagner2016ApJ...833L...5D,,,,0.58,Putman2021ApJ...913...53P,-2.98,0.1,0.1,,,,0.35,Pace2025OJAp....8E.112P,-2.65,0.48,0.69,3.29,44.87,2.02,2.11,269.6366114,-24.0553493,-27.56,-14.84,-32.15,45.65,802.84,415.48,11.85,,2.44,-2.99,0.06,0.06,spectroscopic,99.39,48.53,5.55,0.3,0.23,,36.33,4.72,4.96,31.86,4.85,4.83,28.44,cmd,dwarf_mw,
pisces_2,344.6364583,5.9555444,Pisces II,mw,1,1,1.34,0.07,0.08,98.0,3.0,3.0,0.37,0.03,0.04,,Richstein2022ApJ...933..217R,21.31,0.17,0.17,Sand2012ApJ...756...79S,17.03,0.16,0.19,Richstein2022ApJ...933..217R,-227.7,1.7,1.7,3.72,1.33,1.98,,Geha2026ApJ...999..140G,0.681,0.307,0.309,-0.645,0.209,0.215,Pace2022ApJ...940..136P,-2.45,0.07,0.07,0.48,0.29,0.7,,Kirby2015ApJ...810...56K,0.72,0.58,0.58,7.65,2.69,2.69,Munoz2018ApJ...860...66M,1.22,0.2,0.2,1.12,0.34,0.34,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.2,Putman2021ApJ...913...53P,,,,,,,,,-4.28,0.16,0.19,3.95,182.81,13.77,14.89,79.2174811,-47.1078917,65.65,-144.75,90.31,181.95,652.63,281.11,181.95,,3.2,-2.45,0.07,0.07,spectroscopic,-67.55,-3.18,5.86,0.52,0.32,,70.97,6.63,7.05,56.31,5.48,5.8,28.04,,dwarf_mw,
reticulum_2,53.9203,-54.0513,Reticulum II,lmc,1,1,6.3,0.4,0.4,68.0,2.0,2.0,0.6,0.1,0.1,,MutluPakdil2018ApJ...863...25M,17.5,0.1,0.1,MutluPakdil2018ApJ...863...25M,14.4,0.1,0.1,MutluPakdil2018ApJ...863...25M,64.3,1.2,1.2,3.6,0.7,1.0,,Walker2015ApJ...808..108W,2.377,0.024,0.023,-1.379,0.025,0.026,Pace2022ApJ...940..136P,-2.65,0.07,0.07,0.28,0.09,0.09,,Simon2015ApJ...808...95S,,,,,,,,5.59,0.21,0.21,0.6,0.05,0.05,Munoz2018ApJ...860...66M,,,,,,,,,,,,0.6,Putman2021ApJ...913...53P,-2.64,0.11,0.1,0.72,0.08,0.09,,Fu2023ApJ...958..167F,-3.1,0.1,0.1,3.47,31.62,1.42,1.49,266.3006676,-49.7376135,-12.84,-22.23,-18.46,32.98,783.58,396.03,22.19,,2.15,-2.65,0.07,0.07,spectroscopic,-100.57,-121.22,5.63,0.25,0.2,,57.73,4.38,4.69,36.46,5.62,5.26,28.28,,dwarf_mw,
reticulum_3,56.36,-60.45,Reticulum III,mw,1,1,2.4,0.8,0.9,,,,,,,0.4,DrlicaWagner2015ApJ...813..109D,19.81,0.31,0.31,DrlicaWagner2015ApJ...813..109D,16.51,0.29,0.29,DrlicaWagner2015ApJ...813..109D,274.2,7.45,7.45,,,,8.3,Fritz2019A&A...623A.129F,0.26,0.144,0.14,-0.502,0.226,0.222,Pace2022ApJ...940..136P,-2.81,0.29,0.29,0.35,0.09,0.21,,Fritz2019A&A...623A.129F,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,Putman2021ApJ...913...53P,-2.46,0.15,0.12,0.31,0.18,0.2,,Fu2023ApJ...958..167F,-3.3,0.29,0.29,3.55,91.62,12.19,14.06,273.8781907,-45.6477545,-46.47,-60.26,-51.03,91.6,809.77,425.91,91.6,,3.0,-2.81,0.29,0.29,spectroscopic,97.95,69.62,,,,6.61,62.18,22.7,25.43,62.18,22.7,25.43,29.24,,dwarf_mw,
sagittarius_1,284.0951655,-30.5498868,Sagittarius,mw,1,1,342.0,12.0,12.0,102.0,2.0,2.0,0.64,0.02,0.02,,McConnachie2012AJ....144....4M,17.1,0.15,0.15,McConnachie2012AJ....144....4M,3.6,0.3,0.3,McConnachie2012AJ....144....4M,140.0,2.0,2.0,11.4,0.7,0.7,,McConnachie2012AJ....144....4M,-2.679,0.001,0.001,-1.394,0.001,0.001,An2024MNRAS.532.3713A,-0.53,0.02,0.03,0.17,0.02,0.02,,Simon2019ARA&A..57..375S,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,Putman2021ApJ...913...53P,,,,,,,,,-13.5,0.3,0.3,7.63,26.3,1.76,1.88,5.6574754,-14.3769257,-16.95,-8.58,18.19,18.6,784.45,396.7,18.6,,2.08,-0.53,0.02,0.03,spectroscopic,173.96,159.63,8.28,0.07,0.07,,2608.44,194.86,206.81,1565.8,126.17,133.1,26.04,,dwarf_mw,
sculptor_1,15.0183,-33.7186,Sculptor,mw,1,1,11.17,0.05,0.05,92.0,1.0,1.0,0.33,0.01,0.01,,Munoz2018ApJ...860...66M,19.62,0.04,0.04,MartinezVazquez2015MNRAS.454.1509M,8.85,0.14,0.14,Munoz2018ApJ...860...66M,111.4,0.1,0.1,9.2,1.1,1.1,,Walker2009AJ....137.3100W,0.1,0.002,0.002,-0.158,0.002,0.002,Pace2022ApJ...940..136P,-1.73,0.02,0.03,0.44,0.02,0.02,,Simon2019ARA&A..57..375S,7.03,0.05,0.05,74.1,0.4,0.4,Munoz2018ApJ...860...66M,12.33,0.05,0.05,1.16,0.01,0.01,Munoz2018ApJ...860...66M,,,,,,,,,,,,1.84,Putman2021ApJ...913...53P,,,,,,,,,-10.77,0.14,0.14,6.54,83.95,1.53,1.56,287.696114,-83.152356,-8.7,-82.3,-14.1,84.04,759.0,375.37,84.04,,3.48,-1.73,0.02,0.03,spectroscopic,76.25,96.93,7.24,0.11,0.1,,272.68,5.07,5.19,223.23,4.55,4.65,24.54,,dwarf_mw,
