galaxy,model,Ydisk,e_Ydisk,Ybul,e_Ybul,D,e_D,inc,e_inc,V200,e_V200,C200,e_C200,rs,e_rs,log_rhos,e_log_rhos,log_M200,e_log_M200,alpha,e_alpha,Chi,rho_s_msun_kpc3,nonfinite_published_chi
UGC11820,NFW-LCDM,0.58,0.13,0.0,0.0,12.82,2.98,58.7,6.6,60.16,4.68,6.09,1.14,13.54,2.74,-2.69,0.29,10.84,0.1,0.0,0.0,2.63,2041737.9446695298,False
UGC11914,Burkert-Flat,0.48,0.07,0.83,0.12,17.47,2.95,34.1,3.3,494.72,53.13,17.1,1.89,39.64,6.11,-1.63,0.25,13.59,0.14,0.0,0.0,0.59,23442288.153199226,False
UGC11914,NFW-Flat,0.36,0.06,0.96,0.17,15.04,2.57,33.8,3.1,485.62,76.74,5.65,2.47,117.78,54.77,-2.77,0.65,13.56,0.21,0.0,0.0,0.86,1698243.6524617441,False
UGC11914,NFW-LCDM,0.34,0.05,0.91,0.14,20.8,2.62,29.0,2.6,498.21,48.76,5.46,1.04,125.05,26.85,-2.8,0.31,13.6,0.13,0.0,0.0,0.87,1584893.1924611141,False
UGC12506,Burkert-Flat,0.42,0.1,0.0,0.0,100.08,10.21,86.0,3.2,135.72,4.04,34.57,3.94,5.38,0.63,-0.84,0.16,11.9,0.04,0.0,0.0,0.77,144543977.07459277,False
UGC12506,NFW-Flat,0.46,0.1,0.0,0.0,98.98,10.12,86.0,3.2,148.67,5.15,20.27,2.86,10.05,1.46,-1.41,0.2,12.02,0.05,0.0,0.0,0.18,38904514.49942807,False
UGC12506,NFW-LCDM,0.43,0.09,0.0,0.0,104.59,8.79,86.4,3.1,155.72,5.0,17.11,2.13,12.47,1.6,-1.6,0.17,12.08,0.04,0.0,0.0,0.26,25118864.315095793,False
UGC12632,Burkert-Flat,0.5,0.13,0.0,0.0,9.96,2.74,45.8,3.0,45.03,3.16,21.07,5.97,2.93,0.85,-1.4,0.39,10.46,0.09,0.0,0.0,0.09,39810717.05534974,False
UGC12632,NFW-Flat,0.53,0.13,0.0,0.0,9.24,3.0,45.7,3.0,56.77,5.73,9.5,4.37,8.18,3.85,-2.23,0.64,10.77,0.13,0.0,0.0,0.43,5888436.55355589,False
UGC12632,NFW-LCDM,0.48,0.12,0.0,0.0,8.58,1.74,44.9,2.8,59.97,3.99,9.57,1.94,8.59,1.84,-2.23,0.3,10.84,0.09,0.0,0.0,0.45,5888436.55355589,False
UGC12732,Burkert-Flat,0.54,0.16,0.0,0.0,19.94,3.05,48.0,4.8,47.33,5.69,11.98,2.43,5.41,1.28,-2.02,0.35,10.53,0.16,0.0,0.0,0.44,9549925.860214358,False
UGC12732,NFW-Flat,0.52,0.13,0.0,0.0,13.93,3.79,40.7,5.7,73.67,13.28,6.85,2.56,14.73,6.11,-2.57,0.6,11.11,0.23,0.0,0.0,0.24,2691534.8039269163,False
UGC12732,NFW-LCDM,0.5,0.12,0.0,0.0,13.41,2.9,43.2,3.9,67.0,5.41,7.38,1.31,12.43,2.43,-2.5,0.28,10.98,0.11,0.0,0.0,0.26,3162277.6601683795,False
UGCA281,Burkert-Flat,0.51,0.14,0.0,0.0,5.72,0.28,67.0,3.0,15.76,9.81,37.77,5.58,0.57,0.37,-0.73,1.16,9.1,0.81,0.0,0.0,0.29,186208713.66628674,False
UGCA281,NFW-Flat,0.53,0.12,0.0,0.0,5.7,0.28,67.4,3.0,87.64,95.82,4.19,3.12,28.68,37.95,-3.06,2.25,11.33,1.42,0.0,0.0,1.29,870963.5899560805,False
UGCA281,NFW-LCDM,0.5,0.11,0.0,0.0,5.63,0.27,66.8,3.0,47.92,2.78,7.42,0.9,8.85,1.2,-2.49,0.19,10.54,0.08,0.0,0.0,1.46,3235936.5692962813,False
UGCA442,Burkert-Flat,0.51,0.13,0.0,0.0,4.35,0.22,63.5,7.1,40.14,2.37,19.54,2.07,2.81,0.34,-1.48,0.18,10.31,0.08,0.0,0.0,1.24,33113112.148259114,False
UGCA442,NFW-Flat,0.5,0.13,0.0,0.0,4.38,0.22,68.3,6.5,74.09,26.93,4.27,1.24,23.74,11.03,-3.04,0.77,11.11,0.47,0.0,0.0,3.85,912010.8393559096,False
UGCA442,NFW-LCDM,0.61,0.14,0.0,0.0,4.31,0.21,70.5,5.4,51.99,2.43,6.92,0.75,10.3,1.22,-2.56,0.17,10.65,0.06,0.0,0.0,7.38,2754228.703338166,False
UGCA444,Burkert-Flat,0.49,0.13,0.0,0.0,0.98,0.05,77.6,4.0,21.6,2.77,23.83,2.45,1.24,0.2,-1.26,0.27,9.51,0.17,0.0,0.0,0.24,54954087.38576245,False
UGCA444,NFW-Flat,0.51,0.13,0.0,0.0,0.98,0.05,77.7,4.0,219.54,54.59,1.01,1.4,297.89,420.09,-4.28,2.02,12.53,0.32,0.0,0.0,0.07,52480.746024977234,False
UGCA444,NFW-LCDM,0.51,0.13,0.0,0.0,0.98,0.05,77.4,4.0,33.0,1.88,7.81,0.79,5.79,0.68,-2.44,0.17,10.06,0.07,0.0,0.0,0.23,3630780.547701014,False
